"Collected","Badge","Card","Booster Only","Badge Section","Effects","Wiki URL","Image URL"
"","Time Badge","Chief Oblivion Guardian Familiar","FALSE","Does Not Require Booster Packs","3% chance to recover 20 HP when attacking; Ignored Enemy Defense: +3%","https://maplestorywiki.net/w/Chief_Oblivion_Guardian#Temple_of_Time","https://media.maplestorywiki.net/yetidb/Use_Chief_Oblivion_Guardian_Familiar.png"
"","Time Badge","Lyka Familiar","FALSE","Does Not Require Booster Packs","3% chance to recover 20 HP when attacking; Ignored Enemy Defense: +3%","https://maplestorywiki.net/w/Lyka#Temple_of_Time","https://media.maplestorywiki.net/yetidb/Use_Lyka_Familiar.png"
"","Shuriken Badge","Sakura Genin Familiar","FALSE","Does Not Require Booster Packs","DEX: +1; Damage: +1%","https://maplestorywiki.net/w/Sakura_Genin#Ninja_Castle","https://media.maplestorywiki.net/yetidb/Use_Sakura_Genin_Familiar.png"
"","Shuriken Badge","Sakura Chunin Familiar","FALSE","Does Not Require Booster Packs","DEX: +1; Damage: +1%","https://maplestorywiki.net/w/Sakura_Chunin#Ninja_Castle","https://media.maplestorywiki.net/yetidb/Use_Sakura_Chunin_Familiar.png"
"","Shuriken Badge","Sakura Jonin Familiar","FALSE","Does Not Require Booster Packs","DEX: +1; Damage: +1%","https://maplestorywiki.net/w/Sakura_Jonin#Ninja_Castle","https://media.maplestorywiki.net/yetidb/Use_Sakura_Jonin_Familiar.png"
"","Shuriken Badge","Sakura Ninto Familiar","FALSE","Does Not Require Booster Packs","DEX: +1; Damage: +1%","https://maplestorywiki.net/w/Sakura_Ninto#Ninja_Castle","https://media.maplestorywiki.net/yetidb/Use_Sakura_Ninto_Familiar.png"
"","Shuriken Badge","Sakura Ashigaru Familiar","FALSE","Does Not Require Booster Packs","DEX: +1; Damage: +1%","https://maplestorywiki.net/w/Sakura_Ashigaru#Ninja_Castle","https://media.maplestorywiki.net/yetidb/Use_Sakura_Ashigaru_Familiar.png"
"","Shuriken Badge","Sakura Kunoichi Familiar","FALSE","Does Not Require Booster Packs","DEX: +1; Damage: +1%","https://maplestorywiki.net/w/Sakura_Kunoichi#Ninja_Castle","https://media.maplestorywiki.net/yetidb/Use_Sakura_Kunoichi_Familiar.png"
"","Shuriken Badge","False Daimyo Familiar","FALSE","Does Not Require Booster Packs","DEX: +1; Damage: +1%","https://maplestorywiki.net/w/False_Daimyo#Normal","https://media.maplestorywiki.net/yetidb/Use_False_Daimyo_Familiar.png"
"","Showa Badge","[*]Bain Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1; Damage: +1%","https://maplestorywiki.net/w/Bain#Star_Force","https://media.maplestorywiki.net/yetidb/Use_Bain_Familiar.png"
"","Showa Badge","Yakuza Soldier Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1; Damage: +1%","https://maplestorywiki.net/w/Yakuza_Soldier#Showa_Town","https://media.maplestorywiki.net/yetidb/Use_Yakuza_Soldier_Familiar.png"
"","Showa Badge","Yakuza Grunt Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1; Damage: +1%","https://maplestorywiki.net/w/Yakuza_Grunt#Showa_Town","https://media.maplestorywiki.net/yetidb/Use_Yakuza_Grunt_Familiar.png"
"","Showa Badge","Yakuza Bruiser Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1; Damage: +1%","https://maplestorywiki.net/w/Yakuza_Bruiser#Showa_Town","https://media.maplestorywiki.net/yetidb/Use_Yakuza_Bruiser_Familiar.png"
"","Showa Badge","Yakuza Enforcer Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1; Damage: +1%","https://maplestorywiki.net/w/Yakuza_Enforcer#Showa_Town","https://media.maplestorywiki.net/yetidb/Use_Yakuza_Enforcer_Familiar.png"
"","Showa Badge","Yakuza Lieutenant Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1; Damage: +1%","https://maplestorywiki.net/w/Yakuza_Lieutenant#Showa_Town","https://media.maplestorywiki.net/yetidb/Use_Yakuza_Lieutenant_Familiar.png"
"","Showa Badge","Yakuza Shotcaller Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1; Damage: +1%","https://maplestorywiki.net/w/Yakuza_Shotcaller#Showa_Town","https://media.maplestorywiki.net/yetidb/Use_Yakuza_Shotcaller_Familiar.png"
"","Showa Badge","Yakuza Officer Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1; Damage: +1%","https://maplestorywiki.net/w/Yakuza_Officer#Showa_Town","https://media.maplestorywiki.net/yetidb/Use_Yakuza_Officer_Familiar.png"
"","Showa Badge","Yakuza Underboss Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1; Damage: +1%","https://maplestorywiki.net/w/Yakuza_Underboss#Showa_Town","https://media.maplestorywiki.net/yetidb/Use_Yakuza_Underboss_Familiar.png"
"","Showa Badge","Yakuza Boss Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1; Damage: +1%","https://maplestorywiki.net/w/Yakuza_Boss#Showa_Town","https://media.maplestorywiki.net/yetidb/Use_Yakuza_Boss_Familiar.png"
"","Tyrant Badge","Hoblin Hector Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1%","https://maplestorywiki.net/w/Hoblin_Hector#Resurrection_of_the_Hoblin_King","https://media.maplestorywiki.net/yetidb/Use_Hoblin_Hector_Familiar.png"
"","Tyrant Badge","Elite Hoblin Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1%","https://maplestorywiki.net/w/Elite_Hoblin#Resurrection_of_the_Hoblin_King","https://media.maplestorywiki.net/yetidb/Use_Elite_Hoblin_Familiar.png"
"","Tyrant Badge","Elite Green Hoblin Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1%","https://maplestorywiki.net/w/Elite_Green_Hoblin#Resurrection_of_the_Hoblin_King","https://media.maplestorywiki.net/yetidb/Use_Elite_Green_Hoblin_Familiar.png"
"","Tyrant Badge","Combat Hoblin Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1%","https://maplestorywiki.net/w/Combat_Hoblin#Resurrection_of_the_Hoblin_King","https://media.maplestorywiki.net/yetidb/Use_Combat_Hoblin_Familiar.png"
"","Tyrant Badge","Ferocious Hoblin Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1%","https://maplestorywiki.net/w/Ferocious_Hoblin#Resurrection_of_the_Hoblin_King","https://media.maplestorywiki.net/yetidb/Use_Ferocious_Hoblin_Familiar.png"
"","Tyrant Badge","Rex Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1%","https://maplestorywiki.net/w/Rex#Resurrection_of_the_Hoblin_King","https://media.maplestorywiki.net/yetidb/Use_Rex_Familiar.png"
"","Lion Badge","Crocky the Gatekeeper Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +1%; Max HP: +1%","https://maplestorywiki.net/w/Crocky_the_Gatekeeper#Lion_King&#39;s_Castle","https://media.maplestorywiki.net/yetidb/Use_Crocky_the_Gatekeeper_Familiar.png"
"","Lion Badge","Reindeer Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +1%; Max HP: +1%","https://maplestorywiki.net/w/Reindeer#Lion_King&#39;s_Castle","https://media.maplestorywiki.net/yetidb/Use_Reindeer_Familiar.png"
"","Lion Badge","Blood Reindeer Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +1%; Max HP: +1%","https://maplestorywiki.net/w/Blood_Reindeer#Lion_King&#39;s_Castle","https://media.maplestorywiki.net/yetidb/Use_Blood_Reindeer_Familiar.png"
"","Lion Badge","Bearwolf Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +1%; Max HP: +1%","https://maplestorywiki.net/w/Bearwolf#Lion_King&#39;s_Castle","https://media.maplestorywiki.net/yetidb/Use_Bearwolf_Familiar.png"
"","Lion Badge","Grey Vulture Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +1%; Max HP: +1%","https://maplestorywiki.net/w/Grey_Vulture#Lion_King&#39;s_Castle","https://media.maplestorywiki.net/yetidb/Use_Grey_Vulture_Familiar.png"
"","Lion Badge","Castle Golem Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +1%; Max HP: +1%","https://maplestorywiki.net/w/Castle_Golem#Lion_King&#39;s_Castle","https://media.maplestorywiki.net/yetidb/Use_Castle_Golem_Familiar.png"
"","Future Badge","Mutant Snail Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +1%; Magic Attack: +1%","https://maplestorywiki.net/w/Mutant_Snail#Henesys_Ruins","https://media.maplestorywiki.net/yetidb/Use_Mutant_Snail_Familiar.png"
"","Future Badge","Mutant Tino Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +1%; Magic Attack: +1%","https://maplestorywiki.net/w/Mutant_Tino#Henesys_Ruins","https://media.maplestorywiki.net/yetidb/Use_Mutant_Tino_Familiar.png"
"","Future Badge","Mutant Orange Mushroom Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +1%; Magic Attack: +1%","https://maplestorywiki.net/w/Mutant_Orange_Mushroom#Henesys_Ruins","https://media.maplestorywiki.net/yetidb/Use_Mutant_Orange_Mushroom_Familiar.png"
"","Future Badge","Mutant Tiru Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +1%; Magic Attack: +1%","https://maplestorywiki.net/w/Mutant_Tiru#Henesys_Ruins","https://media.maplestorywiki.net/yetidb/Use_Mutant_Tiru_Familiar.png"
"","Future Badge","Mutant Slime Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +1%; Magic Attack: +1%","https://maplestorywiki.net/w/Mutant_Slime#Henesys_Ruins","https://media.maplestorywiki.net/yetidb/Use_Mutant_Slime_Familiar.png"
"","Future Badge","Mutant Tiguru Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +1%; Magic Attack: +1%","https://maplestorywiki.net/w/Mutant_Tiguru#Henesys_Ruins","https://media.maplestorywiki.net/yetidb/Use_Mutant_Tiguru_Familiar.png"
"","Future Badge","Mutant Ribbon Pig Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +1%; Magic Attack: +1%","https://maplestorywiki.net/w/Mutant_Ribbon_Pig#Henesys_Ruins","https://media.maplestorywiki.net/yetidb/Use_Mutant_Ribbon_Pig_Familiar.png"
"","Future Badge","Official Knight A Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +1%; Magic Attack: +1%","https://maplestorywiki.net/w/Official_Knight_A#Henesys_Ruins","https://media.maplestorywiki.net/yetidb/Use_Official_Knight_A_Familiar.png"
"","Future Badge","Dawn Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +1%; Magic Attack: +1%","https://maplestorywiki.net/w/Dawn#Henesys_Ruins","https://media.maplestorywiki.net/yetidb/Use_Dawn_Familiar.png"
"","Future Badge","Official Knight B Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +1%; Magic Attack: +1%","https://maplestorywiki.net/w/Official_Knight_B#Henesys_Ruins","https://media.maplestorywiki.net/yetidb/Use_Official_Knight_B_Familiar.png"
"","Future Badge","Blaze Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +1%; Magic Attack: +1%","https://maplestorywiki.net/w/Blaze#Henesys_Ruins","https://media.maplestorywiki.net/yetidb/Use_Blaze_Familiar.png"
"","Future Badge","Official Knight C Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +1%; Magic Attack: +1%","https://maplestorywiki.net/w/Official_Knight_C#Henesys_Ruins","https://media.maplestorywiki.net/yetidb/Use_Official_Knight_C_Familiar.png"
"","Future Badge","Wind Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +1%; Magic Attack: +1%","https://maplestorywiki.net/w/Wind#Henesys_Ruins","https://media.maplestorywiki.net/yetidb/Use_Wind_Familiar.png"
"","Future Badge","Official Knight D Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +1%; Magic Attack: +1%","https://maplestorywiki.net/w/Official_Knight_D#Henesys_Ruins","https://media.maplestorywiki.net/yetidb/Use_Official_Knight_D_Familiar.png"
"","Future Badge","Night Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +1%; Magic Attack: +1%","https://maplestorywiki.net/w/Night#Henesys_Ruins","https://media.maplestorywiki.net/yetidb/Use_Night_Familiar.png"
"","Future Badge","Official Knight E Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +1%; Magic Attack: +1%","https://maplestorywiki.net/w/Official_Knight_E#Henesys_Ruins","https://media.maplestorywiki.net/yetidb/Use_Official_Knight_E_Familiar.png"
"","Future Badge","Thunder Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +1%; Magic Attack: +1%","https://maplestorywiki.net/w/Thunder_(Monster)#Henesys_Ruins","https://media.maplestorywiki.net/yetidb/Use_Thunder_Familiar.png"
"","Future Badge","Advanced Knight A Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +1%; Magic Attack: +1%","https://maplestorywiki.net/w/Advanced_Knight_A#Henesys_Ruins","https://media.maplestorywiki.net/yetidb/Use_Advanced_Knight_A_Familiar.png"
"","Future Badge","Advanced Knight B Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +1%; Magic Attack: +1%","https://maplestorywiki.net/w/Advanced_Knight_B#Henesys_Ruins","https://media.maplestorywiki.net/yetidb/Use_Advanced_Knight_B_Familiar.png"
"","Future Badge","Advanced Knight C Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +1%; Magic Attack: +1%","https://maplestorywiki.net/w/Advanced_Knight_C#Henesys_Ruins","https://media.maplestorywiki.net/yetidb/Use_Advanced_Knight_C_Familiar.png"
"","Future Badge","Advanced Knight D Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +1%; Magic Attack: +1%","https://maplestorywiki.net/w/Advanced_Knight_D#Henesys_Ruins","https://media.maplestorywiki.net/yetidb/Use_Advanced_Knight_D_Familiar.png"
"","Future Badge","Advanced Knight E Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +1%; Magic Attack: +1%","https://maplestorywiki.net/w/Advanced_Knight_E#Henesys_Ruins","https://media.maplestorywiki.net/yetidb/Use_Advanced_Knight_E_Familiar.png"
"","Future Badge","Mihile Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +1%; Magic Attack: +1%","https://maplestorywiki.net/w/Mihile/Monster#Version_2","https://media.maplestorywiki.net/yetidb/Use_Mihile_Familiar.png"
"","Future Badge","Oz Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +1%; Magic Attack: +1%","https://maplestorywiki.net/w/Oz/Monster#Version_2","https://media.maplestorywiki.net/yetidb/Use_Oz_Familiar.png"
"","Future Badge","Irena Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +1%; Magic Attack: +1%","https://maplestorywiki.net/w/Irena/Monster#Version_2","https://media.maplestorywiki.net/yetidb/Use_Irena_Familiar.png"
"","Future Badge","Eckhart Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +1%; Magic Attack: +1%","https://maplestorywiki.net/w/Eckhart/Monster#Version_2","https://media.maplestorywiki.net/yetidb/Use_Eckhart_Familiar.png"
"","Future Badge","Hawkeye Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +1%; Magic Attack: +1%","https://maplestorywiki.net/w/Hawkeye/Monster#Version_2","https://media.maplestorywiki.net/yetidb/Use_Hawkeye_Familiar.png"
"","Mariner Badge","Ammonite Grumpil Familiar","FALSE","Does Not Require Booster Packs","Jump: +1; LUK: +2","https://maplestorywiki.net/w/Ammonite_Grumpil#Riena_Strait","https://media.maplestorywiki.net/yetidb/Use_Ammonite_Grumpil_Familiar.png"
"","Mariner Badge","Fish Grumpil Familiar","FALSE","Does Not Require Booster Packs","Jump: +1; LUK: +2","https://maplestorywiki.net/w/Fish_Grumpil#Riena_Strait","https://media.maplestorywiki.net/yetidb/Use_Fish_Grumpil_Familiar.png"
"","Mariner Badge","Corrupter Barrel Familiar","FALSE","Does Not Require Booster Packs","Jump: +1; LUK: +2","https://maplestorywiki.net/w/Corrupter_Barrel#Riena_Strait","https://media.maplestorywiki.net/yetidb/Use_Corrupter_Barrel_Familiar.png"
"","Mariner Badge","Polluter Barrel Familiar","FALSE","Does Not Require Booster Packs","Jump: +1; LUK: +2","https://maplestorywiki.net/w/Polluter_Barrel#Riena_Strait","https://media.maplestorywiki.net/yetidb/Use_Polluter_Barrel_Familiar.png"
"","Mariner Badge","Possibly-Evil Seal Familiar","FALSE","Does Not Require Booster Packs","Jump: +1; LUK: +2","https://maplestorywiki.net/w/Possibly-Evil_Seal#Riena_Strait","https://media.maplestorywiki.net/yetidb/Use_Possibly-Evil_Seal_Familiar.png"
"","Mariner Badge","Possibly-Evil Walrus Familiar","FALSE","Does Not Require Booster Packs","Jump: +1; LUK: +2","https://maplestorywiki.net/w/Possibly-Evil_Walrus#Riena_Strait","https://media.maplestorywiki.net/yetidb/Use_Possibly-Evil_Walrus_Familiar.png"
"","Mariner Badge","Warmer Bot Familiar","FALSE","Does Not Require Booster Packs","Jump: +1; LUK: +2","https://maplestorywiki.net/w/Warmer_Bot#Riena_Strait","https://media.maplestorywiki.net/yetidb/Use_Warmer_Bot_Familiar.png"
"","Mariner Badge","Shaver Bot Familiar","FALSE","Does Not Require Booster Packs","Jump: +1; LUK: +2","https://maplestorywiki.net/w/Shaver_Bot#Riena_Strait","https://media.maplestorywiki.net/yetidb/Use_Shaver_Bot_Familiar.png"
"","Mariner Badge","Demolishizer Familiar","FALSE","Does Not Require Booster Packs","Jump: +1; LUK: +2","https://maplestorywiki.net/w/Demolishizer#Riena_Strait","https://media.maplestorywiki.net/yetidb/Use_Demolishizer_Familiar.png"
"","Commerci Badge","Gray Tomcat Familiar","FALSE","Does Not Require Booster Packs","Defense: +2%; Critical Rate: +1%","https://maplestorywiki.net/w/Gray_Tomcat#Commerci_Republic","https://media.maplestorywiki.net/yetidb/Use_Gray_Tomcat_Familiar.png"
"","Commerci Badge","Calico Timcat Familiar","FALSE","Does Not Require Booster Packs","Defense: +2%; Critical Rate: +1%","https://maplestorywiki.net/w/Calico_Timcat#Commerci_Republic","https://media.maplestorywiki.net/yetidb/Use_Calico_Timcat_Familiar.png"
"","Commerci Badge","Cutthroat Delfino Familiar","FALSE","Does Not Require Booster Packs","Defense: +2%; Critical Rate: +1%","https://maplestorywiki.net/w/Cutthroat_Delfino#Commerci_Republic","https://media.maplestorywiki.net/yetidb/Use_Cutthroat_Delfino_Familiar.png"
"","Commerci Badge","Ripclaw Delfino Familiar","FALSE","Does Not Require Booster Packs","Defense: +2%; Critical Rate: +1%","https://maplestorywiki.net/w/Ripclaw_Delfino#Commerci_Republic","https://media.maplestorywiki.net/yetidb/Use_Ripclaw_Delfino_Familiar.png"
"","Commerci Badge","Sureshot Delfino Familiar","FALSE","Does Not Require Booster Packs","Defense: +2%; Critical Rate: +1%","https://maplestorywiki.net/w/Sureshot_Delfino#Commerci_Republic","https://media.maplestorywiki.net/yetidb/Use_Sureshot_Delfino_Familiar.png"
"","Commerci Badge","Voodoo Delfino Familiar","FALSE","Does Not Require Booster Packs","Defense: +2%; Critical Rate: +1%","https://maplestorywiki.net/w/Voodoo_Delfino#Commerci_Republic","https://media.maplestorywiki.net/yetidb/Use_Voodoo_Delfino_Familiar.png"
"","Commerci Badge","Dirty Lupo Familiar","FALSE","Does Not Require Booster Packs","Defense: +2%; Critical Rate: +1%","https://maplestorywiki.net/w/Dirty_Lupo#Commerci_Republic","https://media.maplestorywiki.net/yetidb/Use_Dirty_Lupo_Familiar.png"
"","Commerci Badge","Blood Pirate Swabby Familiar","FALSE","Does Not Require Booster Packs","Defense: +2%; Critical Rate: +1%","https://maplestorywiki.net/w/Blood_Pirate_Swabby#Commerci_Republic_Quest","https://media.maplestorywiki.net/yetidb/Use_Blood_Pirate_Swabby_Familiar.png"
"","Commerci Badge","Blood Pirate Lookout Familiar","FALSE","Does Not Require Booster Packs","Defense: +2%; Critical Rate: +1%","https://maplestorywiki.net/w/Blood_Pirate_Lookout#Commerci_Republic_Quest","https://media.maplestorywiki.net/yetidb/Use_Blood_Pirate_Lookout_Familiar.png"
"","Commerci Badge","Nightcutter Assassin Familiar","FALSE","Does Not Require Booster Packs","Defense: +2%; Critical Rate: +1%","https://maplestorywiki.net/w/Nightcutter_Assassin#Commerci_Republic","https://media.maplestorywiki.net/yetidb/Use_Nightcutter_Assassin_Familiar.png"
"","Commerci Badge","Nightwhip Assassin Familiar","FALSE","Does Not Require Booster Packs","Defense: +2%; Critical Rate: +1%","https://maplestorywiki.net/w/Nightwhip_Assassin#Commerci_Republic","https://media.maplestorywiki.net/yetidb/Use_Nightwhip_Assassin_Familiar.png"
"","Commerci Badge","Nightpriest Assassin Familiar","FALSE","Does Not Require Booster Packs","Defense: +2%; Critical Rate: +1%","https://maplestorywiki.net/w/Nightpriest_Assassin#Commerci_Republic","https://media.maplestorywiki.net/yetidb/Use_Nightpriest_Assassin_Familiar.png"
"","Mushking Badge","Mushroom Chandelier Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +2; Magic Attack: +2","https://maplestorywiki.net/w/Mushroom_Chandelier#Mushroom_Castle","https://media.maplestorywiki.net/yetidb/Use_Mushroom_Chandelier_Familiar.png"
"","Mushking Badge","Mushroom Knight Armor Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +2; Magic Attack: +2","https://maplestorywiki.net/w/Mushroom_Knight_Armor#Mushroom_Castle","https://media.maplestorywiki.net/yetidb/Use_Mushroom_Knight_Armor_Familiar.png"
"","Mushking Badge","Exhausted Viking Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +2; Magic Attack: +2","https://maplestorywiki.net/w/Exhausted_Viking#Mushroom_Castle","https://media.maplestorywiki.net/yetidb/Use_Exhausted_Viking_Familiar.png"
"","Mushking Badge","Tired Viking Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +2; Magic Attack: +2","https://maplestorywiki.net/w/Tired_Viking#Mushroom_Castle","https://media.maplestorywiki.net/yetidb/Use_Tired_Viking_Familiar.png"
"","Mushking Badge","Warm Viking Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +2; Magic Attack: +2","https://maplestorywiki.net/w/Warm_Viking#Mushroom_Castle","https://media.maplestorywiki.net/yetidb/Use_Warm_Viking_Familiar.png"
"","Mushking Badge","Generous Viking Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +2; Magic Attack: +2","https://maplestorywiki.net/w/Generous_Viking#Mushroom_Castle","https://media.maplestorywiki.net/yetidb/Use_Generous_Viking_Familiar.png"
"","Mushking Badge","Solemn Viking Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +2; Magic Attack: +2","https://maplestorywiki.net/w/Solemn_Viking#Mushroom_Castle","https://media.maplestorywiki.net/yetidb/Use_Solemn_Viking_Familiar.png"
"","Mushking Badge","Serious Viking Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +2; Magic Attack: +2","https://maplestorywiki.net/w/Serious_Viking#Mushroom_Castle","https://media.maplestorywiki.net/yetidb/Use_Serious_Viking_Familiar.png"
"","Mushking Badge","Black Viking Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +2; Magic Attack: +2","https://maplestorywiki.net/w/Black_Viking#Mushroom_Castle","https://media.maplestorywiki.net/yetidb/Use_Black_Viking_Familiar.png"
"","Void Badge","Soot Beast Familiar","FALSE","Does Not Require Booster Packs","Magic Attack: +1%; Magic Attack:+2","https://maplestorywiki.net/w/Soot_Beast#Moonbridge","https://media.maplestorywiki.net/yetidb/Use_Soot_Beast_Familiar.png"
"","Void Badge","Soot Talon Familiar","FALSE","Does Not Require Booster Packs","Magic Attack: +1%; Magic Attack:+2","https://maplestorywiki.net/w/Soot_Talon#Moonbridge","https://media.maplestorywiki.net/yetidb/Use_Soot_Talon_Familiar.png"
"","Void Badge","Soot Slug Familiar","FALSE","Does Not Require Booster Packs","Magic Attack: +1%; Magic Attack:+2","https://maplestorywiki.net/w/Soot_Slug#Moonbridge","https://media.maplestorywiki.net/yetidb/Use_Soot_Slug_Familiar.png"
"","Void Badge","Soot Core Familiar","FALSE","Does Not Require Booster Packs","Magic Attack: +1%; Magic Attack:+2","https://maplestorywiki.net/w/Soot_Core#Moonbridge","https://media.maplestorywiki.net/yetidb/Use_Soot_Core_Familiar.png"
"","Void Badge","Crushing Glare Familiar","FALSE","Does Not Require Booster Packs","Magic Attack: +1%; Magic Attack:+2","https://maplestorywiki.net/w/Crushing_Glare#Moonbridge","https://media.maplestorywiki.net/yetidb/Use_Crushing_Glare_Familiar.png"
"","Void Badge","Burst Glare Familiar","FALSE","Does Not Require Booster Packs","Magic Attack: +1%; Magic Attack:+2","https://maplestorywiki.net/w/Burst_Glare#Moonbridge","https://media.maplestorywiki.net/yetidb/Use_Burst_Glare_Familiar.png"
"","Labyrinth Badge","Entangled Fragment Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1%; Damage: +1%","https://maplestorywiki.net/w/Entangled_Fragment#Labyrinth_of_Suffering","https://media.maplestorywiki.net/yetidb/Use_Entangled_Fragment_Familiar.png"
"","Labyrinth Badge","Faith Fragment Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1%; Damage: +1%","https://maplestorywiki.net/w/Faith_Fragment#Labyrinth_of_Suffering","https://media.maplestorywiki.net/yetidb/Use_Faith_Fragment_Familiar.png"
"","Labyrinth Badge","Dark Miscreation Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1%; Damage: +1%","https://maplestorywiki.net/w/Dark_Miscreation#Labyrinth_of_Suffering","https://media.maplestorywiki.net/yetidb/Use_Dark_Miscreation_Familiar.png"
"","Labyrinth Badge","Dark Construct Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1%; Damage: +1%","https://maplestorywiki.net/w/Dark_Construct#Labyrinth_of_Suffering","https://media.maplestorywiki.net/yetidb/Use_Dark_Construct_Familiar.png"
"","Labyrinth Badge","Despairing Wing Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1%; Damage: +1%","https://maplestorywiki.net/w/Despairing_Wing#Labyrinth_of_Suffering","https://media.maplestorywiki.net/yetidb/Use_Despairing_Wing_Familiar.png"
"","Labyrinth Badge","Despairing Blade Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1%; Damage: +1%","https://maplestorywiki.net/w/Despairing_Blade#Labyrinth_of_Suffering","https://media.maplestorywiki.net/yetidb/Use_Despairing_Blade_Familiar.png"
"","Labyrinth Badge","Silent Knight Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1%; Damage: +1%","https://maplestorywiki.net/w/Silent_Knight#Labyrinth_of_Suffering","https://media.maplestorywiki.net/yetidb/Use_Silent_Knight_Familiar.png"
"","Labyrinth Badge","Silent Scout Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1%; Damage: +1%","https://maplestorywiki.net/w/Silent_Scout#Labyrinth_of_Suffering","https://media.maplestorywiki.net/yetidb/Use_Silent_Scout_Familiar.png"
"","Labyrinth Badge","Silent Rogue Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1%; Damage: +1%","https://maplestorywiki.net/w/Silent_Rogue#Labyrinth_of_Suffering","https://media.maplestorywiki.net/yetidb/Use_Silent_Rogue_Familiar.png"
"","Labyrinth Badge","Silent Watchman Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1%; Damage: +1%","https://maplestorywiki.net/w/Silent_Watchman#Labyrinth_of_Suffering","https://media.maplestorywiki.net/yetidb/Use_Silent_Watchman_Familiar.png"
"","Labyrinth Badge","Silent Assassin Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1%; Damage: +1%","https://maplestorywiki.net/w/Silent_Assassin#Labyrinth_of_Suffering","https://media.maplestorywiki.net/yetidb/Use_Silent_Assassin_Familiar.png"
"","Labyrinth Badge","Despairing Soul Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1%; Damage: +1%","https://maplestorywiki.net/w/Despairing_Soul#Labyrinth_of_Suffering","https://media.maplestorywiki.net/yetidb/Use_Despairing_Soul_Familiar.png"
